Gender,Height,Weight,Bust/Chest,Cup Size,Waist,Hips,Body Shape Index
Male,"5'8""",96,36,,22,45,3
Female,"4'9""",86,35,,20,38,4
Female,"4'0""",115,34,,22,36,2
Male,"5'6""",64,31,,27,36,4
Male,"4'8""",83,47,,35,46,4
Male,"5'7""",54,46,,26,40,0
Male,"6'4""",90,36,,37,35,4
Female,"6'11""",92,48,,28,43,1
Male,"5'8""",73,36,E,22,44,1
Female,"5'6""",116,36,A,37,37,3
Female,"6'9""",47,45,,35,33,4
Female,"5'7""",116,41,,20,30,3
Male,"5'5""",109,44,,39,35,2
Male,"5'10""",60,44,,35,30,2
Female,"5'4""",46,40,,31,34,0
Female,"6'7""",118,31,C,25,48,0
Female,"6'11""",95,32,,28,34,4
Male,"4'6""",88,48,,32,34,4
Female,"5'2""",81,49,,31,46,3
Male,"6'11""",62,44,D,32,41,3
Female,"6'1""",91,45,B,37,36,4
Female,"4'6""",118,30,,38,44,4
Female,"6'9""",92,44,B,38,48,0
Male,"6'10""",55,41,A,38,42,0
Male,"6'9""",76,36,D,25,41,0
Female,"6'0""",57,36,D,35,48,4
Male,"4'9""",59,40,A,26,42,3
Female,"4'0""",85,49,D,26,35,1
Male,"4'11""",41,40,D,38,30,1
Male,"5'7""",102,46,B,35,35,3
Male,"5'5""",42,32,,36,42,3
Female,"4'3""",85,45,,38,42,3
Male,"5'1""",88,34,C,35,42,0
Male,"6'7""",40,31,A,35,49,2
Female,"6'3""",61,36,,38,33,4
Female,"4'8""",53,39,,34,34,0
Female,"5'0""",84,34,E,22,42,1
Female,"6'4""",45,44,,34,38,4
Male,"6'11""",104,41,C,35,46,3
Male,"4'1""",60,39,,39,32,1
Male,"4'10""",43,46,C,24,49,3
Male,"5'2""",42,49,,38,47,3
Male,"6'7""",69,49,C,29,44,3
Female,"4'5""",70,40,,32,30,4
Male,"5'1""",73,37,,34,38,1
Male,"5'6""",59,44,C,31,35,1
Male,"5'5""",93,31,E,36,47,3
Female,"5'7""",64,46,,34,30,0
Female,"5'0""",54,35,,23,36,2
Male,"4'11""",77,42,C,34,39,0
Female,"4'2""",62,37,,36,35,4
Female,"4'10""",91,40,,30,36,2
Female,"4'8""",105,44,,34,35,0
Female,"4'5""",96,42,,39,37,1
Female,"6'0""",96,47,,26,31,0
Female,"5'6""",118,47,E,32,38,3
Female,"5'5""",91,46,,32,38,4
Male,"4'6""",74,42,,39,36,0
Male,"5'11""",113,32,C,39,38,0
Female,"6'11""",53,36,A,21,46,2
Male,"4'3""",53,41,E,29,32,3
Male,"6'1""",72,33,C,37,45,2
Female,"5'5""",91,40,C,39,45,4
Male,"5'3""",40,43,,24,31,4
Female,"4'7""",73,47,,39,40,3
Female,"4'1""",58,36,,38,45,2
Female,"6'3""",63,34,F,21,44,3
Male,"4'2""",43,45,A,23,30,2
Male,"5'5""",75,40,B,35,46,1
Male,"6'7""",116,32,,35,32,3
Male,"4'6""",97,45,,36,48,4
Female,"6'5""",71,40,,34,49,2
Female,"4'11""",48,39,,32,36,1
Male,"5'3""",119,31,,20,40,4
Female,"4'6""",106,45,,24,47,2
Female,"5'6""",59,46,B,39,43,1
Male,"5'4""",113,39,,20,45,4
Female,"4'3""",101,47,,31,35,4
Male,"5'9""",97,41,,34,31,1
Female,"5'4""",61,37,,23,40,4
Male,"5'9""",106,32,,38,40,2
Female,"6'5""",114,49,C,35,39,2
Female,"6'10""",87,32,,37,33,4
Male,"4'10""",47,35,,36,46,0
Male,"5'4""",112,31,D,30,39,1
Male,"4'8""",54,32,F,39,38,0
Male,"4'0""",71,46,,32,42,2
Female,"4'8""",92,38,,28,40,4
Female,"6'5""",106,33,,36,39,3
Male,"5'10""",43,31,,36,34,3
Female,"6'0""",69,38,,24,32,0
Male,"4'0""",52,43,B,27,33,0
Male,"5'3""",60,40,D,22,32,0
Female,"4'8""",80,31,,25,39,2
Female,"5'6""",58,31,,22,42,2
Male,"4'10""",87,34,E,27,34,4
Male,"4'8""",102,36,C,31,42,2
Male,"5'10""",59,33,,23,30,4
Female,"6'11""",103,43,,21,40,4
Female,"6'2""",76,31,,29,32,0
Female,"5'4""",70,41,,34,46,3
Female,"4'2""",113,39,,32,48,0
Male,"4'2""",57,30,,34,42,2
Male,"4'3""",59,48,B,38,45,1
Male,"6'11""",50,45,C,37,47,2
Male,"6'11""",83,44,F,32,49,3
Male,"4'4""",103,43,F,39,48,2
Male,"4'0""",73,38,,39,35,3
Female,"4'3""",104,44,C,20,36,1
Female,"5'4""",94,36,E,35,44,1
Male,"5'11""",113,33,,27,34,4
Male,"4'0""",40,47,B,25,45,2
Female,"4'1""",77,37,,22,35,4
Female,"5'0""",48,41,,39,32,0
Female,"4'8""",110,44,B,35,41,0
Female,"4'10""",56,44,F,21,33,0
Male,"4'6""",91,46,A,21,32,0
Male,"4'5""",57,31,,34,45,0
Male,"5'0""",102,41,A,29,45,2
Male,"4'2""",72,32,,20,48,4
Male,"4'0""",43,36,B,39,44,4
Female,"4'10""",114,35,,34,38,3
Male,"5'10""",91,43,C,20,49,0
Female,"5'0""",48,34,C,35,31,1
Male,"5'2""",103,33,,37,35,3
Male,"6'9""",69,44,B,24,43,3
Male,"6'2""",47,36,E,24,38,2
Male,"6'11""",44,32,,29,39,3
Male,"6'3""",115,42,E,31,47,1
Female,"6'9""",102,39,B,29,44,4
Female,"6'8""",40,31,,21,33,3
Female,"5'3""",54,41,B,20,34,2
Male,"5'6""",77,41,,35,35,0
Male,"4'6""",81,48,D,37,44,1
Female,"5'3""",85,48,C,26,49,0
Male,"5'9""",92,32,,23,31,3
Male,"5'2""",65,35,B,29,45,4
Female,"4'3""",100,31,,29,34,2
Male,"5'1""",106,42,,30,33,1
Female,"5'0""",93,38,B,22,30,4
Male,"5'11""",61,42,,33,37,1
Female,"5'0""",65,43,B,32,39,2
Male,"5'7""",99,48,,38,44,2
Male,"4'5""",78,40,B,29,31,3
Female,"5'1""",75,43,B,34,48,1
Male,"4'2""",60,45,,27,41,3
Male,"5'9""",80,39,C,36,39,1
Female,"4'11""",87,49,D,25,41,1
Male,"5'1""",65,45,D,26,49,0
Female,"5'6""",102,31,,33,38,3
Male,"6'1""",116,45,B,27,37,1
Male,"5'7""",75,43,D,31,31,1
Male,"6'0""",63,47,,37,36,2
Male,"4'1""",60,35,A,33,33,0
Female,"5'6""",57,36,,20,48,2
Male,"5'6""",54,42,,23,37,3
Female,"6'6""",118,31,B,36,42,3
Male,"6'4""",45,44,,37,32,1
Male,"6'11""",82,46,D,38,34,4
Male,"6'5""",70,42,C,23,49,2
Male,"5'5""",67,36,B,25,37,3
Female,"4'11""",47,30,,27,31,1
Female,"6'10""",68,32,,34,39,1
Female,"4'1""",60,49,C,39,45,2
Female,"4'10""",97,47,E,20,33,1
Male,"4'4""",99,36,,24,43,0
Female,"6'5""",89,46,C,35,32,4
Female,"6'7""",70,41,,25,39,2
Male,"6'1""",86,45,,29,42,2
Male,"6'0""",73,39,D,29,34,2
Male,"4'6""",41,45,F,24,46,1
Male,"5'1""",106,49,D,27,46,1
Female,"6'0""",111,47,,20,40,2
Female,"6'9""",91,44,,24,48,2
Male,"4'4""",46,40,,20,47,0
Male,"4'5""",115,47,,26,46,3
Male,"4'11""",58,35,C,34,40,0
Female,"6'4""",54,30,,33,44,2
Female,"5'4""",117,36,A,28,37,1
Male,"5'9""",87,41,,27,41,1
Male,"6'4""",53,49,,27,46,2
Female,"4'3""",42,33,B,22,34,3
Male,"4'10""",89,39,,39,33,4
Male,"6'5""",93,31,C,23,40,4
Female,"5'7""",45,38,,36,37,0
Male,"5'11""",88,39,D,25,45,3
Female,"6'2""",62,49,,21,45,4
Male,"6'9""",117,40,,28,32,3
Male,"6'5""",117,43,B,33,41,1
Female,"5'7""",59,32,F,20,42,1
Female,"4'0""",116,30,B,36,30,3
Male,"5'4""",99,36,,30,33,2
Female,"4'11""",84,33,,25,35,4
Male,"6'1""",100,36,,20,34,4
Male,"4'11""",95,45,,38,34,1
Female,"6'2""",41,39,,35,39,0
Male,"4'10""",84,44,,37,48,4
Male,"5'11""",79,45,D,30,47,1
Female,"6'10""",63,35,,28,31,1
Female,"6'11""",68,33,,25,45,3
Male,"6'1""",106,33,B,21,44,3
Female,"4'0""",107,33,B,27,34,3
Female,"6'0""",105,46,D,35,38,0
Female,"5'10""",93,42,B,27,34,4
Female,"5'10""",92,31,A,27,34,0
Male,"5'7""",118,49,,33,38,0
Male,"6'3""",88,35,,20,38,3
Male,"4'0""",71,30,C,26,31,1
Female,"4'11""",100,37,C,21,36,2
Female,"6'3""",81,47,,34,30,1
Female,"5'11""",40,33,D,37,49,1
Female,"4'10""",102,34,,23,31,1
Female,"5'6""",74,34,,37,41,1
Female,"5'10""",90,44,F,24,35,0
Female,"5'7""",110,39,,35,49,3
Male,"5'9""",84,37,,32,48,3
Male,"5'4""",116,36,,28,45,1
Female,"5'1""",104,41,,24,33,2
Female,"4'7""",53,40,A,27,47,4
Female,"5'2""",42,42,C,37,34,1
Male,"6'8""",63,44,C,22,47,1
Male,"4'1""",104,46,F,25,35,2
Female,"5'6""",87,47,E,30,43,0
Female,"4'9""",49,37,,33,49,1
Male,"5'9""",52,35,,38,46,2
Male,"4'3""",112,40,,26,47,0
Male,"4'11""",53,38,,29,39,0
Male,"6'9""",49,34,D,34,48,1
Female,"6'4""",79,36,C,25,47,0
Male,"4'0""",62,44,,39,33,1
Male,"4'1""",94,33,A,25,49,1
Female,"4'5""",102,48,,35,44,3
Male,"5'2""",110,42,,28,35,4
Male,"5'7""",81,30,B,38,35,4
Male,"4'11""",105,30,C,37,32,3
Female,"6'9""",118,43,D,24,38,1
Male,"4'10""",112,38,,35,40,2
Female,"6'7""",86,41,C,26,34,0
Female,"4'4""",91,47,,38,43,3
